scenario,topology_a,topology_b,ordered_pair_label,ordered_topology_pairs,mesh_pair_level,latent_spearman,chamfer_spearman,delta_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,n_observations,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md
clean,up60k,down8k,up60k__to__down8k,1,1,0.810446,0.747818,0.062628,0.831238,0.792326,0.038912,1,100,4950,4950,4950,0.025245,0.025245,0.025245,0.025245,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__down8k/ranking_summary.md
clean,up60k,noisy,up60k__to__noisy,1,1,0.795927,0.720929,0.074998,0.821240,0.779308,0.041932,1,100,4950,4950,4950,0.025245,0.025245,0.025245,0.025245,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__noisy/ranking_summary.md
clean,up60k,original,up60k__to__original,1,1,0.786778,0.621466,0.165312,0.814590,0.716070,0.098519,1,100,4950,4950,4950,0.025245,0.025245,0.025245,0.025245,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__original/ranking_summary.md
clean,up60k,remesh,up60k__to__remesh,1,1,0.808656,0.669298,0.139358,0.826326,0.745676,0.080650,1,100,4950,4950,4950,0.025245,0.025245,0.025245,0.025245,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/clean/up60k__to__remesh/ranking_summary.md
translation,crop,down8k,crop__to__down8k,1,1,0.658114,-0.110169,0.768283,0.686876,-0.030837,0.717713,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__down8k/ranking_summary.md
translation,crop,noisy,crop__to__noisy,1,1,0.712442,-0.072877,0.785319,0.745825,0.040571,0.705255,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__noisy/ranking_summary.md
translation,crop,original,crop__to__original,1,1,0.747592,-0.064634,0.812226,0.779202,0.052790,0.726412,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__original/ranking_summary.md
translation,crop,remesh,crop__to__remesh,1,1,0.647061,-0.033852,0.680914,0.671283,0.068186,0.603097,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__remesh/ranking_summary.md
translation,crop,up60k,crop__to__up60k,1,1,0.681624,-0.095914,0.777538,0.710006,-0.003320,0.713326,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/crop__to__up60k/ranking_summary.md
translation,down8k,crop,down8k__to__crop,1,1,0.626688,-0.019690,0.646377,0.680448,0.138603,0.541845,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__crop/ranking_summary.md
translation,down8k,noisy,down8k__to__noisy,1,1,0.764020,0.488378,0.275642,0.794281,0.622039,0.172243,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__noisy/ranking_summary.md
translation,down8k,original,down8k__to__original,1,1,0.756363,0.414192,0.342172,0.789575,0.575794,0.213782,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__original/ranking_summary.md
translation,down8k,remesh,down8k__to__remesh,1,1,0.774211,0.453684,0.320527,0.798596,0.589055,0.209541,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__remesh/ranking_summary.md
translation,down8k,up60k,down8k__to__up60k,1,1,0.793661,0.729048,0.064614,0.815787,0.783747,0.032040,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/down8k__to__up60k/ranking_summary.md
translation,noisy,crop,noisy__to__crop,1,1,0.693113,0.018996,0.674117,0.733479,0.204698,0.528781,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__crop/ranking_summary.md
translation,noisy,down8k,noisy__to__down8k,1,1,0.776775,0.429792,0.346983,0.796173,0.543895,0.252278,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__down8k/ranking_summary.md
translation,noisy,original,noisy__to__original,1,1,0.822604,0.841319,-0.018715,0.843232,0.856763,-0.013531,0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__original/ranking_summary.md
translation,noisy,remesh,noisy__to__remesh,1,1,0.759037,0.711855,0.047182,0.779289,0.759866,0.019423,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__remesh/ranking_summary.md
translation,noisy,up60k,noisy__to__up60k,1,1,0.796816,0.659694,0.137122,0.815178,0.717734,0.097444,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/noisy__to__up60k/ranking_summary.md
translation,original,crop,original__to__crop,1,1,0.728887,0.020461,0.708426,0.766817,0.203475,0.563342,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__crop/ranking_summary.md
translation,original,down8k,original__to__down8k,1,1,0.780271,0.349867,0.430404,0.800578,0.480239,0.320339,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__down8k/ranking_summary.md
translation,original,noisy,original__to__noisy,1,1,0.826680,0.832932,-0.006252,0.847782,0.842988,0.004794,0,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__noisy/ranking_summary.md
translation,original,remesh,original__to__remesh,1,1,0.767203,0.705409,0.061794,0.786162,0.731405,0.054757,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__remesh/ranking_summary.md
translation,original,up60k,original__to__up60k,1,1,0.803638,0.576482,0.227156,0.822793,0.640611,0.182182,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/original__to__up60k/ranking_summary.md
translation,remesh,crop,remesh__to__crop,1,1,0.612573,0.053365,0.559208,0.661090,0.211464,0.449626,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__crop/ranking_summary.md
translation,remesh,down8k,remesh__to__down8k,1,1,0.772159,0.420771,0.351388,0.796099,0.515249,0.280850,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__down8k/ranking_summary.md
translation,remesh,noisy,remesh__to__noisy,1,1,0.741366,0.725779,0.015587,0.772032,0.778600,-0.006568,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__noisy/ranking_summary.md
translation,remesh,original,remesh__to__original,1,1,0.735156,0.731613,0.003543,0.767516,0.782736,-0.015220,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__original/ranking_summary.md
translation,remesh,up60k,remesh__to__up60k,1,1,0.782784,0.636402,0.146383,0.804460,0.694407,0.110052,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/remesh__to__up60k/ranking_summary.md
translation,up60k,crop,up60k__to__crop,1,1,0.645190,0.000799,0.644392,0.695000,0.169623,0.525377,1,100,4950,4950,4950,0.025249,0.025249,0.025249,0.025249,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/up60k__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/up60k__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/up60k__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/raw_noicp_clean_translation/translation/up60k__to__crop/ranking_summary.md
