method,F,subject,wbse
FaceVerse,1,id0047,1.1125363660221368
FaceVerse,1,id0048,-2.335763931937484
FaceVerse,1,id0049,0.26861892478536475
FaceVerse,1,id0050,-1.2176695662011348
FaceVerse,1,id0051,-2.2047521884995076
FaceVerse,1,id0052,-0.4788702272785697
FaceVerse,1,id0053,0.5354622868800376
FaceVerse,1,id0054,-0.6490744372531789
FaceVerse,1,id0055,-2.8230775879394954
FaceVerse,1,id0056,0.3830833722501537
FaceVerse,1,id0057,-2.7252899456630932
FaceVerse,1,id0058,-2.499486401101739
FaceVerse,1,id0059,-0.5853014654613772
FaceVerse,1,id0060,-3.355556341114842
FaceVerse,1,id0061,-2.207026524207469
FaceVerse,1,id0062,0.3627504004179079
FaceVerse,1,id0063,-1.846052610707609
FaceVerse,1,id0064,2.1149736808887667
FaceVerse,1,id0065,-1.2378169347437498
FaceVerse,1,id0066,0.6111043636727841
FaceVerse,1,id0067,2.2144080286138617
FaceVerse,1,id0068,-0.042108673997392376
FaceVerse,1,id0069,-0.5585132180213294
FaceVerse,1,id0070,-3.4802063417453084
FaceVerse,1,id0071,-0.32172620692884013
FaceVerse,1,id0072,-0.14184086001053509
FaceVerse,1,id0073,0.8233883049552485
FaceVerse,1,id0074,-0.23075638986638097
FaceVerse,1,id0075,0.0894887593356914
FaceVerse,1,id0076,-0.8462177426257144
FaceVerse,1,id0077,-1.5216009264909596
FaceVerse,1,id0078,-0.7659661715576949
FaceVerse,1,id0079,-0.5337412190349397
FaceVerse,1,id0080,1.0872525632535712
FaceVerse,1,id0081,0.967282894358753
FaceVerse,1,id0082,-0.3373511127206536
FaceVerse,1,id0083,0.3441798319929648
FaceVerse,1,id0084,-2.2707308567935796
FaceVerse,1,id0085,-1.306634652686549
FaceVerse,1,id0086,-0.44875906112084185
FaceVerse,1,id0087,-0.6651717612236716
FaceVerse,1,id0088,-0.7491300079732297
FaceVerse,1,id0089,-0.1350096767156215
FaceVerse,1,id0090,-0.29721155369621316
FaceVerse,1,id0091,1.0550184577408679
FaceVerse,1,id0092,-2.5868429842761147
FaceVerse,1,id0093,0.047111381864083604
FaceVerse,1,id0094,0.3798803226542582
FaceVerse,1,id0095,0.12375513404690489
FaceVerse,1,id0096,2.0488484068857473
FaceVerse,1,id0097,0.9685999341147222
FaceVerse,1,id0098,0.5456706167216333
FaceVerse,3,id0000,0.8149433867153049
FaceVerse,3,id0001,0.8838287312537775
FaceVerse,3,id0002,1.7125269537866292
FaceVerse,3,id0003,-0.9124938477179015
FaceVerse,3,id0004,1.3231074046102227
FaceVerse,3,id0005,0.8691713990396626
FaceVerse,3,id0006,2.2373007814142025
FaceVerse,3,id0007,0.10255784608838238
FaceVerse,3,id0008,1.4801440822948386
FaceVerse,3,id0009,-1.2650597494953981
FaceVerse,3,id0010,1.476892772748558
FaceVerse,3,id0011,0.5339110196294027
FaceVerse,3,id0012,1.1562030631006353
FaceVerse,3,id0013,-1.3016404800444665
FaceVerse,3,id0014,2.142652211516091
FaceVerse,3,id0015,0.8475476735499757
FaceVerse,3,id0016,0.39810154261035424
FaceVerse,3,id0017,1.5753581023951648
FaceVerse,3,id0018,0.674235687397539
FaceVerse,3,id0019,-0.1576318485943951
FaceVerse,3,id0020,1.2876345432609984
FaceVerse,3,id0021,-0.3066989308212228
FaceVerse,3,id0022,1.3910285193919565
FaceVerse,3,id0023,-0.34185843818771056
FaceVerse,3,id0024,-0.3223812455879349
FaceVerse,3,id0025,1.0371670491483764
FaceVerse,3,id0026,0.12056908647499476
FaceVerse,3,id0027,0.4433387675270998
FaceVerse,3,id0028,0.90096402062181
FaceVerse,3,id0029,1.648890173930758
FaceVerse,3,id0030,1.0844688062751855
FaceVerse,3,id0031,-0.29247404092631724
FaceVerse,3,id0032,0.556784016694515
FaceVerse,3,id0033,-0.40023657314537675
FaceVerse,3,id0034,3.933478642425082
FaceVerse,3,id0035,0.19258589884664054
FaceVerse,3,id0036,2.2351938582406077
FaceVerse,3,id0037,-0.03236719828590165
FaceVerse,3,id0038,1.0040585867692153
FaceVerse,3,id0039,1.7500583884878043
FaceVerse,3,id0040,1.7792775790856168
FaceVerse,3,id0041,-1.0695835013350845
FaceVerse,3,id0042,1.026829518909614
FaceVerse,3,id0043,0.8243498850701745
FaceVerse,3,id0044,0.6190635580040761
FaceVerse,3,id0045,0.275107880035657
FaceVerse,3,id0046,0.2852495076384894
FaceVerse,3,id0047,1.1880039463871246
FaceVerse,3,id0048,0.2918292585743585
FaceVerse,3,id0049,0.9173000756012589
FaceVerse,3,id0050,0.41504067708223075
FaceVerse,3,id0051,-0.05924879292899326
FaceVerse,3,id0052,-1.0866064745729098
FaceVerse,3,id0053,0.5879345381053648
FaceVerse,3,id0054,0.033159012510058664
FaceVerse,3,id0055,0.06940863211833853
FaceVerse,3,id0056,0.8477397334472531
FaceVerse,3,id0057,-0.4158742714874281
FaceVerse,3,id0058,-0.5458701424095387
FaceVerse,3,id0059,-0.012356085859595075
FaceVerse,3,id0060,-0.46732695086920384
FaceVerse,3,id0061,-0.5529102431462917
FaceVerse,3,id0062,-0.20834833026466393
FaceVerse,3,id0063,0.5866552039966808
FaceVerse,3,id0064,1.2373540559559748
FaceVerse,3,id0065,0.141848397403759
FaceVerse,3,id0066,0.733331715082452
FaceVerse,3,id0067,1.1474690469134416
FaceVerse,3,id0068,0.9784981048679955
FaceVerse,3,id0069,1.141244628220627
FaceVerse,3,id0070,1.7486812832772816
FaceVerse,3,id0071,1.582486778976984
FaceVerse,3,id0072,1.2677801104931017
FaceVerse,3,id0073,0.8382028110800119
FaceVerse,3,id0074,0.16002188381783228
FaceVerse,3,id0075,0.7679685426049714
FaceVerse,3,id0076,0.314660410765219
FaceVerse,3,id0077,-0.3820261278422817
FaceVerse,3,id0078,-0.43068229970826105
FaceVerse,3,id0079,-0.19562720655421006
FaceVerse,3,id0080,0.7180867444029051
FaceVerse,3,id0081,-0.12632998139634402
FaceVerse,3,id0082,0.4687585721501907
FaceVerse,3,id0083,1.5387800537307545
FaceVerse,3,id0084,0.9829773590344323
FaceVerse,3,id0085,0.9320997226419366
FaceVerse,3,id0086,1.3077655022945152
FaceVerse,3,id0087,-0.14519160488829147
FaceVerse,3,id0088,0.7340616346480203
FaceVerse,3,id0089,1.3135184248538587
FaceVerse,3,id0090,0.9718582852254579
FaceVerse,3,id0091,1.7316122591494774
FaceVerse,3,id0092,-0.5325420983200706
FaceVerse,3,id0093,0.3154636039021187
FaceVerse,3,id0094,0.4497702699968158
FaceVerse,3,id0095,-0.789365388186794
FaceVerse,3,id0096,2.0363245384317574
FaceVerse,3,id0097,0.5899775696988709
FaceVerse,3,id0098,1.2304643955112555
FaceVerse,5,id0000,1.5350220270944492
FaceVerse,5,id0001,1.8902768650234136
FaceVerse,5,id0002,1.03650219161593
FaceVerse,5,id0003,0.8660971628443165
FaceVerse,5,id0004,1.3307598720041651
FaceVerse,5,id0005,0.9335181564301167
FaceVerse,5,id0006,2.401467928210762
FaceVerse,5,id0007,0.7641360569618576
FaceVerse,5,id0008,1.800464471849981
FaceVerse,5,id0009,-0.10492507603023611
FaceVerse,5,id0010,0.9141161746350557
FaceVerse,5,id0011,1.2537652548490283
FaceVerse,5,id0012,2.3232496949506354
FaceVerse,5,id0013,0.5235043852765275
FaceVerse,5,id0014,1.8276148352642492
FaceVerse,5,id0015,0.8327516155603698
FaceVerse,5,id0016,1.5279412954856093
FaceVerse,5,id0017,2.006543558578015
FaceVerse,5,id0018,0.8712289892287071
FaceVerse,5,id0019,1.0002402873758498
FaceVerse,5,id0020,2.616022411822609
FaceVerse,5,id0021,1.037176422368575
FaceVerse,5,id0022,-0.3865533447711621
FaceVerse,5,id0023,1.6279539139497297
FaceVerse,5,id0024,1.0054926753508016
FaceVerse,5,id0025,0.9431218749379484
FaceVerse,5,id0026,1.4595312326771046
FaceVerse,5,id0027,0.7825957689852349
FaceVerse,5,id0028,0.24731497454183576
FaceVerse,5,id0029,1.1405898647284953
FaceVerse,5,id0030,1.6076637336316346
FaceVerse,5,id0031,0.25975748669362964
FaceVerse,5,id0032,1.5104393383654395
FaceVerse,5,id0033,0.24837663410070757
FaceVerse,5,id0034,3.424882108179089
FaceVerse,5,id0035,1.5001609082683098
FaceVerse,5,id0036,2.4704199960260884
FaceVerse,5,id0037,1.4185774628820893
FaceVerse,5,id0038,1.3195988701750672
FaceVerse,5,id0039,0.6581058935911641
FaceVerse,5,id0040,2.2239234235390644
FaceVerse,5,id0041,1.3854417296389192
FaceVerse,5,id0042,1.4598090885773658
FaceVerse,5,id0043,1.334453748239598
FaceVerse,5,id0044,1.8962337442723316
FaceVerse,5,id0045,1.0498242830563962
FaceVerse,5,id0046,2.1637927925144367
FaceVerse,5,id0047,1.441003480843354
FaceVerse,5,id0048,0.913802792469118
FaceVerse,5,id0049,0.1356302010791639
FaceVerse,5,id0050,1.5390280696131817
FaceVerse,5,id0051,1.938439341986924
FaceVerse,5,id0052,1.3540065490616546
FaceVerse,5,id0053,1.4944413554154523
FaceVerse,5,id0054,-0.1016413380773028
FaceVerse,5,id0055,0.7622068687519726
FaceVerse,5,id0056,0.8883754863356159
FaceVerse,5,id0057,0.36449957558509377
FaceVerse,5,id0058,1.5215535649257008
FaceVerse,5,id0059,1.2695713518853224
FaceVerse,5,id0060,1.8399609720073158
FaceVerse,5,id0061,0.5037304813022807
FaceVerse,5,id0062,3.812566410629237
FaceVerse,5,id0063,0.2869285108557239
FaceVerse,5,id0064,1.826135068976698
FaceVerse,5,id0065,-0.19607477760158964
FaceVerse,5,id0066,0.313521273395254
FaceVerse,5,id0067,1.9546112442602999
FaceVerse,5,id0068,0.7682913519071983
FaceVerse,5,id0069,0.235305956314145
FaceVerse,5,id0070,1.7463014168263564
FaceVerse,5,id0071,1.471547786304908
FaceVerse,5,id0072,2.8458308281559996
FaceVerse,5,id0073,1.160403314717778
FaceVerse,5,id0074,2.2559350870765806
FaceVerse,5,id0075,0.9951782629821677
FaceVerse,5,id0076,2.1261719840394213
FaceVerse,5,id0077,1.2510124729228396
FaceVerse,5,id0078,1.0126514030848115
FaceVerse,5,id0079,1.9497942733491078
FaceVerse,5,id0080,1.4737806779812814
FaceVerse,5,id0081,1.0827704689119722
FaceVerse,5,id0082,1.0496376197006023
FaceVerse,5,id0083,0.7154508598662409
FaceVerse,5,id0084,2.50351157785726
FaceVerse,5,id0085,1.496698521608816
FaceVerse,5,id0086,2.3466521936825764
FaceVerse,5,id0087,0.6597673484659733
FaceVerse,5,id0088,1.595412643311978
FaceVerse,5,id0089,1.430546263135245
FaceVerse,5,id0090,0.7873529666319775
FaceVerse,5,id0091,1.2166963066333691
FaceVerse,5,id0092,1.4676069401710028
FaceVerse,5,id0093,0.642458122937324
FaceVerse,5,id0094,1.483230756326997
FaceVerse,5,id0095,-0.1892745715714869
FaceVerse,5,id0096,2.189349499806923
FaceVerse,5,id0097,0.2290616623490532
FaceVerse,5,id0098,1.1863606556663955
FaceVerse,10,id0000,2.1254420182166904
FaceVerse,10,id0001,2.176745248684919
FaceVerse,10,id0002,1.7592038275591155
FaceVerse,10,id0003,1.0832378017710582
FaceVerse,10,id0004,2.383368213114359
FaceVerse,10,id0005,2.1103974918347124
FaceVerse,10,id0006,3.1543871604129268
FaceVerse,10,id0007,1.4949694784166652
FaceVerse,10,id0008,2.3565611222948384
FaceVerse,10,id0009,1.2559930077966133
FaceVerse,10,id0010,1.4711316109267236
FaceVerse,10,id0011,2.181579363741432
FaceVerse,10,id0012,2.1258044597382435
FaceVerse,10,id0013,0.6846473023378367
FaceVerse,10,id0014,1.9599977176454346
FaceVerse,10,id0015,1.663985252868187
FaceVerse,10,id0016,3.00886936072412
FaceVerse,10,id0017,2.504589856807247
FaceVerse,10,id0018,2.0566331408122314
FaceVerse,10,id0019,1.5168674076581128
FaceVerse,10,id0020,2.3857529901728176
FaceVerse,10,id0021,1.2264441560526709
FaceVerse,10,id0022,2.3234328018688695
FaceVerse,10,id0023,1.769011377749574
FaceVerse,10,id0024,1.8380821646453236
FaceVerse,10,id0025,0.8385398759623348
FaceVerse,10,id0026,1.9115949873871005
FaceVerse,10,id0027,3.0434366509868243
FaceVerse,10,id0028,1.9889722568043395
FaceVerse,10,id0029,2.805430136135634
FaceVerse,10,id0030,1.9467510116608662
FaceVerse,10,id0031,0.5062641433531222
FaceVerse,10,id0032,1.0446705977833575
FaceVerse,10,id0033,1.0981778998247125
FaceVerse,10,id0034,4.89308439898054
FaceVerse,10,id0035,1.137265892537865
FaceVerse,10,id0036,2.893861189728957
FaceVerse,10,id0037,2.248168894718118
FaceVerse,10,id0038,1.9758928964678741
FaceVerse,10,id0039,1.3249755393676275
FaceVerse,10,id0040,2.0605531759248246
FaceVerse,10,id0041,1.1643318626795083
FaceVerse,10,id0042,1.776730095339376
FaceVerse,10,id0043,1.6509882231339232
FaceVerse,10,id0044,1.8722968801697575
FaceVerse,10,id0045,2.0690010743424363
FaceVerse,10,id0046,1.955809014177409
FaceVerse,10,id0047,1.7136991044924361
FaceVerse,10,id0048,2.5926785706444173
FaceVerse,10,id0049,1.7132708648241262
FaceVerse,10,id0050,1.0786187285998587
FaceVerse,10,id0051,1.368740624514239
FaceVerse,10,id0052,1.6073115207384086
FaceVerse,10,id0053,1.4109675282844183
FaceVerse,10,id0054,1.2492727643279216
FaceVerse,10,id0055,1.749361511405519
FaceVerse,10,id0056,1.9233328023626248
FaceVerse,10,id0057,1.2592692705401711
FaceVerse,10,id0058,1.2050629754088573
FaceVerse,10,id0059,1.896848668072782
FaceVerse,10,id0060,1.7750403592377069
FaceVerse,10,id0061,0.4288222766862657
FaceVerse,10,id0062,4.075331463319047
FaceVerse,10,id0063,1.7532843130710782
FaceVerse,10,id0064,3.012928673322604
FaceVerse,10,id0065,1.2991778940863972
FaceVerse,10,id0066,1.1025775738023746
FaceVerse,10,id0067,1.716737239243425
FaceVerse,10,id0068,1.423076634291405
FaceVerse,10,id0069,2.112847171245298
FaceVerse,10,id0070,2.5840662587552212
FaceVerse,10,id0071,1.457731549025087
FaceVerse,10,id0072,2.2858427383393267
FaceVerse,10,id0073,1.7169313926911651
FaceVerse,10,id0074,2.2839718211529014
FaceVerse,10,id0075,1.0723514393648692
FaceVerse,10,id0076,2.367937951018945
FaceVerse,10,id0077,1.0653989491096398
FaceVerse,10,id0078,1.7238319092525234
FaceVerse,10,id0079,1.5312882623587634
FaceVerse,10,id0080,1.4953220770169287
FaceVerse,10,id0081,1.2300910570723491
FaceVerse,10,id0082,1.8138245283761738
FaceVerse,10,id0083,0.9933524282954943
FaceVerse,10,id0084,2.0840023173215863
FaceVerse,10,id0085,0.7912000080823851
FaceVerse,10,id0086,2.5332515516558876
FaceVerse,10,id0087,1.3505196160829562
FaceVerse,10,id0088,2.018915978122193
FaceVerse,10,id0089,1.0485812133674681
FaceVerse,10,id0090,1.598482274735983
FaceVerse,10,id0091,2.335782303797195
FaceVerse,10,id0092,1.281940564623652
FaceVerse,10,id0093,1.9944260754812226
FaceVerse,10,id0094,2.3049272649694
FaceVerse,10,id0095,1.2370171244324744
FaceVerse,10,id0096,2.5987186968514697
FaceVerse,10,id0097,1.5444885077135222
FaceVerse,10,id0098,2.7611037546756325
FaceVerse,15,id0000,2.6208391994490023
FaceVerse,15,id0001,2.6552761809177237
FaceVerse,15,id0002,1.6020687474968105
FaceVerse,15,id0003,0.9423788186564096
FaceVerse,15,id0004,2.2084544895043456
FaceVerse,15,id0005,0.4817457110797
FaceVerse,15,id0006,3.340077081708204
FaceVerse,15,id0007,1.324918961994897
FaceVerse,15,id0008,3.066664559855162
FaceVerse,15,id0009,1.5459688564599146
FaceVerse,15,id0010,2.0412207498102344
FaceVerse,15,id0011,1.57824173296897
FaceVerse,15,id0012,2.621822350627573
FaceVerse,15,id0013,2.172720450730005
FaceVerse,15,id0014,2.803475136303203
FaceVerse,15,id0015,1.5044994986330165
FaceVerse,15,id0016,2.80655391175905
FaceVerse,15,id0017,3.5799551357063932
FaceVerse,15,id0018,2.4171819212011623
FaceVerse,15,id0019,1.4954606035350975
FaceVerse,15,id0020,2.474739030595928
FaceVerse,15,id0021,2.111432636112936
FaceVerse,15,id0022,2.201674076043319
FaceVerse,15,id0023,2.1663455086571837
FaceVerse,15,id0024,1.7909085772216544
FaceVerse,15,id0025,1.7646410328644289
FaceVerse,15,id0026,2.1903861226231607
FaceVerse,15,id0027,2.3449705731052517
FaceVerse,15,id0028,1.5877149165428506
FaceVerse,15,id0029,1.7128917709013112
FaceVerse,15,id0030,2.2730093660299513
FaceVerse,15,id0031,1.4659213179778514
FaceVerse,15,id0032,1.6938882647896873
FaceVerse,15,id0033,1.2049435659878296
FaceVerse,15,id0034,4.949805731075136
FaceVerse,15,id0035,2.004466484753237
FaceVerse,15,id0036,3.078942181526446
FaceVerse,15,id0037,1.9412341931557222
FaceVerse,15,id0038,2.8765335515596298
FaceVerse,15,id0039,1.3233702917654162
FaceVerse,15,id0040,2.716165373101496
FaceVerse,15,id0041,0.9947324316429175
FaceVerse,15,id0042,1.8801063699492766
FaceVerse,15,id0043,1.7225345169070865
FaceVerse,15,id0044,2.7643657879759913
FaceVerse,15,id0045,1.2034586666264324
FaceVerse,15,id0046,2.8166533742365765
FaceVerse,15,id0047,1.85565152203949
FaceVerse,15,id0048,2.628101367762603
FaceVerse,15,id0049,1.9020341680096955
FaceVerse,15,id0050,1.0752407668855368
FaceVerse,15,id0051,1.5581368092993193
FaceVerse,15,id0052,1.3336182646798942
FaceVerse,15,id0053,0.877514169308375
FaceVerse,15,id0054,1.8965668579989683
FaceVerse,15,id0055,2.368473620223643
FaceVerse,15,id0056,2.0662666276477357
FaceVerse,15,id0057,0.8492098079097739
FaceVerse,15,id0058,1.4206416826087294
FaceVerse,15,id0059,1.4132326155866188
FaceVerse,15,id0060,2.618891008223476
FaceVerse,15,id0061,1.376548416219254
FaceVerse,15,id0062,4.724720409276696
FaceVerse,15,id0063,1.840908460865273
FaceVerse,15,id0064,3.086993191567723
FaceVerse,15,id0065,1.40262555902368
FaceVerse,15,id0066,1.5858310730495733
FaceVerse,15,id0067,2.0027720233228954
FaceVerse,15,id0068,1.4731093767335721
FaceVerse,15,id0069,2.001434455552813
FaceVerse,15,id0070,2.29092414284745
FaceVerse,15,id0071,1.2719977617205094
FaceVerse,15,id0072,3.2755781288525037
FaceVerse,15,id0073,1.8692975159461875
FaceVerse,15,id0074,2.1232979110191903
FaceVerse,15,id0075,1.0948226949222386
FaceVerse,15,id0076,2.2467640181394177
FaceVerse,15,id0077,1.425353822168191
FaceVerse,15,id0078,1.98786851014513
FaceVerse,15,id0079,1.9157098824214436
FaceVerse,15,id0080,1.2774588365918425
FaceVerse,15,id0081,1.2639312501683093
FaceVerse,15,id0082,2.287301814276342
FaceVerse,15,id0083,2.1105243282329305
FaceVerse,15,id0084,1.9204850163500293
FaceVerse,15,id0085,1.335789994599016
FaceVerse,15,id0086,2.4043621428812303
FaceVerse,15,id0087,1.1637233537749767
FaceVerse,15,id0088,1.8453780599096838
FaceVerse,15,id0089,2.2930200053487066
FaceVerse,15,id0090,1.8665979318695463
FaceVerse,15,id0091,2.1091588331440287
FaceVerse,15,id0092,0.6175414625479313
FaceVerse,15,id0093,2.0080786923158427
FaceVerse,15,id0094,2.083157416220742
FaceVerse,15,id0095,1.653270076050094
FaceVerse,15,id0096,3.097379532513082
FaceVerse,15,id0097,1.8555148552273322
FaceVerse,15,id0098,1.9639154106551093
